source,text,timestamp,url,source_name,id
blog,Malware infection hits energy companies in New York,2025-03-29 01:10:24,https://news.cyberdaily.com/article/1,The Hacker News,1
blog,Credential stuffing hits energy companies in Mumbai,2025-03-30 18:19:54,https://news.cyberdaily.com/article/2,SecurityWeek,2
news,Phishing campaign hits telecom companies in Mumbai,2025-03-12 07:29:52,https://news.cyberdaily.com/article/3,CyberWire,3
news,Insider threat hits telecom companies in Mumbai,2025-03-22 21:59:24,https://news.cyberdaily.com/article/4,SC Magazine,4
report,Ransomware attack hits universities in Singapore,2025-04-04 04:00:30,https://news.cyberdaily.com/article/5,CyberWire,5
report,Zero-day exploit hits energy companies in Toronto,2025-04-02 22:28:37,https://news.cyberdaily.com/article/6,SC Magazine,6
report,Phishing campaign hits cybersecurity firms in Singapore,2025-03-30 00:06:45,https://news.cyberdaily.com/article/7,SecurityWeek,7
report,Data breach hits financial institutions in London,2025-03-25 01:42:54,https://news.cyberdaily.com/article/8,DarkReading,8
news,Data breach hits cybersecurity firms in Toronto,2025-04-02 11:36:21,https://news.cyberdaily.com/article/9,SC Magazine,9
report,Zero-day exploit hits healthcare providers in Tokyo,2025-03-27 17:29:16,https://news.cyberdaily.com/article/10,ThreatPost,10
news,Phishing campaign hits telecom companies in Singapore,2025-04-07 16:01:10,https://news.cyberdaily.com/article/11,CyberWire,11
blog,Zero-day exploit hits cybersecurity firms in London,2025-03-20 22:50:04,https://news.cyberdaily.com/article/12,The Hacker News,12
report,Insider threat hits healthcare providers in Toronto,2025-04-03 20:19:59,https://news.cyberdaily.com/article/13,ThreatPost,13
report,Insider threat hits cybersecurity firms in London,2025-03-17 02:35:45,https://news.cyberdaily.com/article/14,DarkReading,14
news,Zero-day exploit hits government agencies in Mumbai,2025-03-24 00:41:42,https://news.cyberdaily.com/article/15,ThreatPost,15
blog,DDoS attack hits financial institutions in Mumbai,2025-03-17 03:08:45,https://news.cyberdaily.com/article/16,CyberWire,16
news,Ransomware attack hits telecom companies in Berlin,2025-03-14 22:48:58,https://news.cyberdaily.com/article/17,CyberWire,17
news,Malware infection hits e-commerce platforms in Tokyo,2025-03-22 12:11:28,https://news.cyberdaily.com/article/18,SC Magazine,18
blog,Malware infection hits e-commerce platforms in Singapore,2025-04-05 04:48:42,https://news.cyberdaily.com/article/19,SC Magazine,19
report,Zero-day exploit hits healthcare providers in Toronto,2025-04-08 13:35:49,https://news.cyberdaily.com/article/20,CyberWire,20
news,Credential stuffing hits universities in Tokyo,2025-03-17 11:33:09,https://news.cyberdaily.com/article/21,CyberWire,21
blog,Insider threat hits healthcare providers in Tokyo,2025-03-25 09:40:42,https://news.cyberdaily.com/article/22,ThreatPost,22
news,Zero-day exploit hits energy companies in New York,2025-03-15 03:23:52,https://news.cyberdaily.com/article/23,ThreatPost,23
news,Phishing campaign hits financial institutions in London,2025-03-13 22:14:47,https://news.cyberdaily.com/article/24,CyberWire,24
news,Phishing campaign hits healthcare providers in Dubai,2025-03-26 09:02:16,https://news.cyberdaily.com/article/25,SecurityWeek,25
news,Ransomware attack hits financial institutions in New York,2025-04-02 06:24:59,https://news.cyberdaily.com/article/26,ThreatPost,26
report,Ransomware attack hits cybersecurity firms in Tokyo,2025-04-06 12:33:37,https://news.cyberdaily.com/article/27,CyberWire,27
blog,Data breach hits energy companies in London,2025-03-15 05:39:20,https://news.cyberdaily.com/article/28,CyberWire,28
blog,Phishing campaign hits healthcare providers in Mumbai,2025-03-27 12:31:37,https://news.cyberdaily.com/article/29,DarkReading,29
news,DDoS attack hits financial institutions in Singapore,2025-03-31 10:10:37,https://news.cyberdaily.com/article/30,The Hacker News,30
blog,Ransomware attack hits energy companies in Tokyo,2025-03-25 16:43:34,https://news.cyberdaily.com/article/31,SecurityWeek,31
news,Credential stuffing hits telecom companies in Tokyo,2025-04-09 00:03:54,https://news.cyberdaily.com/article/32,SC Magazine,32
report,DDoS attack hits telecom companies in Toronto,2025-03-20 06:33:50,https://news.cyberdaily.com/article/33,SecurityWeek,33
news,Ransomware attack hits cybersecurity firms in Berlin,2025-04-06 04:04:01,https://news.cyberdaily.com/article/34,DarkReading,34
blog,Malware infection hits e-commerce platforms in Toronto,2025-04-02 12:05:13,https://news.cyberdaily.com/article/35,SC Magazine,35
blog,Insider threat hits telecom companies in New York,2025-03-31 20:06:19,https://news.cyberdaily.com/article/36,SC Magazine,36
report,Ransomware attack hits universities in New York,2025-04-04 15:45:04,https://news.cyberdaily.com/article/37,SecurityWeek,37
blog,DDoS attack hits government agencies in Singapore,2025-03-22 23:49:32,https://news.cyberdaily.com/article/38,The Hacker News,38
report,Insider threat hits universities in Berlin,2025-03-13 08:53:28,https://news.cyberdaily.com/article/39,SecurityWeek,39
news,Malware infection hits energy companies in London,2025-04-05 23:36:40,https://news.cyberdaily.com/article/40,The Hacker News,40
news,Phishing campaign hits universities in Berlin,2025-03-11 00:41:24,https://news.cyberdaily.com/article/41,ThreatPost,41
news,Credential stuffing hits energy companies in Dubai,2025-03-14 20:59:59,https://news.cyberdaily.com/article/42,DarkReading,42
blog,Malware infection hits financial institutions in Berlin,2025-03-29 16:59:36,https://news.cyberdaily.com/article/43,CyberWire,43
report,Insider threat hits telecom companies in Singapore,2025-03-10 09:39:42,https://news.cyberdaily.com/article/44,DarkReading,44
blog,Data breach hits financial institutions in Singapore,2025-04-09 01:14:31,https://news.cyberdaily.com/article/45,SecurityWeek,45
news,Credential stuffing hits financial institutions in Dubai,2025-04-03 07:23:24,https://news.cyberdaily.com/article/46,The Hacker News,46
blog,Ransomware attack hits telecom companies in New York,2025-03-26 12:27:39,https://news.cyberdaily.com/article/47,SC Magazine,47
news,Malware infection hits universities in New York,2025-03-22 04:30:25,https://news.cyberdaily.com/article/48,CyberWire,48
news,Data breach hits healthcare providers in Tokyo,2025-03-26 03:13:14,https://news.cyberdaily.com/article/49,The Hacker News,49
report,Phishing campaign hits e-commerce platforms in Mumbai,2025-03-13 09:42:44,https://news.cyberdaily.com/article/50,ThreatPost,50
report,Ransomware attack hits cybersecurity firms in Dubai,2025-03-19 14:56:22,https://news.cyberdaily.com/article/51,CyberWire,51
news,Data breach hits e-commerce platforms in Singapore,2025-04-06 21:31:41,https://news.cyberdaily.com/article/52,SecurityWeek,52
news,DDoS attack hits universities in London,2025-03-21 02:38:02,https://news.cyberdaily.com/article/53,SecurityWeek,53
news,Data breach hits financial institutions in New York,2025-03-21 22:20:16,https://news.cyberdaily.com/article/54,SC Magazine,54
report,Insider threat hits universities in Toronto,2025-03-17 06:20:53,https://news.cyberdaily.com/article/55,CyberWire,55
blog,Credential stuffing hits cybersecurity firms in Dubai,2025-04-05 16:57:33,https://news.cyberdaily.com/article/56,The Hacker News,56
report,DDoS attack hits government agencies in Dubai,2025-04-01 02:15:09,https://news.cyberdaily.com/article/57,SecurityWeek,57
blog,Data breach hits telecom companies in Berlin,2025-03-14 18:36:16,https://news.cyberdaily.com/article/58,SecurityWeek,58
blog,Zero-day exploit hits universities in London,2025-03-14 06:03:23,https://news.cyberdaily.com/article/59,The Hacker News,59
news,Data breach hits financial institutions in Mumbai,2025-03-25 21:13:15,https://news.cyberdaily.com/article/60,ThreatPost,60
report,Insider threat hits universities in Dubai,2025-04-04 00:07:26,https://news.cyberdaily.com/article/61,ThreatPost,61
report,Insider threat hits healthcare providers in Singapore,2025-04-03 02:23:26,https://news.cyberdaily.com/article/62,ThreatPost,62
report,Data breach hits e-commerce platforms in Berlin,2025-03-15 15:23:30,https://news.cyberdaily.com/article/63,SC Magazine,63
blog,Ransomware attack hits e-commerce platforms in Dubai,2025-03-24 23:32:28,https://news.cyberdaily.com/article/64,SecurityWeek,64
report,Malware infection hits healthcare providers in London,2025-04-06 02:36:11,https://news.cyberdaily.com/article/65,DarkReading,65
news,Credential stuffing hits universities in Toronto,2025-03-24 11:28:31,https://news.cyberdaily.com/article/66,DarkReading,66
news,Ransomware attack hits cybersecurity firms in Dubai,2025-03-16 09:44:43,https://news.cyberdaily.com/article/67,SecurityWeek,67
report,Zero-day exploit hits telecom companies in Berlin,2025-04-05 22:08:42,https://news.cyberdaily.com/article/68,The Hacker News,68
news,Malware infection hits healthcare providers in London,2025-03-26 12:00:45,https://news.cyberdaily.com/article/69,ThreatPost,69
news,Phishing campaign hits financial institutions in Dubai,2025-04-05 13:48:22,https://news.cyberdaily.com/article/70,CyberWire,70
blog,Malware infection hits e-commerce platforms in Singapore,2025-03-20 05:04:39,https://news.cyberdaily.com/article/71,The Hacker News,71
blog,Phishing campaign hits energy companies in London,2025-04-08 15:05:32,https://news.cyberdaily.com/article/72,ThreatPost,72
news,Insider threat hits telecom companies in Dubai,2025-04-05 21:53:58,https://news.cyberdaily.com/article/73,SecurityWeek,73
report,Ransomware attack hits healthcare providers in New York,2025-04-07 20:57:13,https://news.cyberdaily.com/article/74,DarkReading,74
blog,Phishing campaign hits healthcare providers in Singapore,2025-03-24 07:28:31,https://news.cyberdaily.com/article/75,SecurityWeek,75
report,Phishing campaign hits financial institutions in Tokyo,2025-03-31 22:46:48,https://news.cyberdaily.com/article/76,ThreatPost,76
blog,Ransomware attack hits government agencies in Singapore,2025-03-14 19:05:21,https://news.cyberdaily.com/article/77,SecurityWeek,77
news,DDoS attack hits healthcare providers in Singapore,2025-04-08 07:03:17,https://news.cyberdaily.com/article/78,The Hacker News,78
report,Malware infection hits energy companies in Singapore,2025-03-29 00:46:21,https://news.cyberdaily.com/article/79,SecurityWeek,79
report,Credential stuffing hits cybersecurity firms in Tokyo,2025-03-25 17:42:59,https://news.cyberdaily.com/article/80,The Hacker News,80
report,Phishing campaign hits financial institutions in Toronto,2025-04-07 07:00:44,https://news.cyberdaily.com/article/81,SC Magazine,81
report,Zero-day exploit hits universities in New York,2025-03-22 02:24:20,https://news.cyberdaily.com/article/82,ThreatPost,82
report,Insider threat hits telecom companies in Dubai,2025-03-24 10:35:19,https://news.cyberdaily.com/article/83,SecurityWeek,83
report,Credential stuffing hits healthcare providers in London,2025-03-19 06:33:10,https://news.cyberdaily.com/article/84,CyberWire,84
news,Ransomware attack hits government agencies in Berlin,2025-03-19 12:59:13,https://news.cyberdaily.com/article/85,SecurityWeek,85
news,Data breach hits cybersecurity firms in Toronto,2025-03-19 09:53:09,https://news.cyberdaily.com/article/86,ThreatPost,86
report,Credential stuffing hits universities in Dubai,2025-03-11 22:44:45,https://news.cyberdaily.com/article/87,The Hacker News,87
report,Data breach hits healthcare providers in London,2025-04-09 02:15:45,https://news.cyberdaily.com/article/88,DarkReading,88
blog,Phishing campaign hits e-commerce platforms in Dubai,2025-03-22 23:19:03,https://news.cyberdaily.com/article/89,DarkReading,89
report,Phishing campaign hits financial institutions in New York,2025-04-02 11:31:44,https://news.cyberdaily.com/article/90,ThreatPost,90
news,Insider threat hits e-commerce platforms in Toronto,2025-03-13 16:49:13,https://news.cyberdaily.com/article/91,DarkReading,91
blog,Insider threat hits e-commerce platforms in Dubai,2025-03-14 16:58:59,https://news.cyberdaily.com/article/92,DarkReading,92
news,Data breach hits telecom companies in Berlin,2025-03-16 16:03:09,https://news.cyberdaily.com/article/93,SecurityWeek,93
blog,Zero-day exploit hits financial institutions in New York,2025-03-17 14:34:08,https://news.cyberdaily.com/article/94,DarkReading,94
report,DDoS attack hits cybersecurity firms in London,2025-03-12 05:21:03,https://news.cyberdaily.com/article/95,SC Magazine,95
news,DDoS attack hits universities in Dubai,2025-03-14 05:49:34,https://news.cyberdaily.com/article/96,The Hacker News,96
news,Credential stuffing hits energy companies in Singapore,2025-04-05 14:10:29,https://news.cyberdaily.com/article/97,CyberWire,97
news,Credential stuffing hits telecom companies in New York,2025-03-29 08:13:23,https://news.cyberdaily.com/article/98,The Hacker News,98
report,DDoS attack hits universities in London,2025-04-04 19:30:11,https://news.cyberdaily.com/article/99,The Hacker News,99
blog,Zero-day exploit hits government agencies in Dubai,2025-03-23 17:28:02,https://news.cyberdaily.com/article/100,CyberWire,100
report,Data breach hits cybersecurity firms in Toronto,2025-04-04 16:15:35,https://news.cyberdaily.com/article/101,CyberWire,101
blog,Insider threat hits telecom companies in Dubai,2025-03-21 18:42:34,https://news.cyberdaily.com/article/102,SC Magazine,102
blog,Ransomware attack hits government agencies in New York,2025-03-20 19:03:28,https://news.cyberdaily.com/article/103,DarkReading,103
blog,Zero-day exploit hits government agencies in Singapore,2025-04-07 23:29:54,https://news.cyberdaily.com/article/104,SC Magazine,104
blog,Ransomware attack hits financial institutions in New York,2025-03-30 16:59:37,https://news.cyberdaily.com/article/105,SecurityWeek,105
news,Data breach hits government agencies in Tokyo,2025-04-07 11:43:26,https://news.cyberdaily.com/article/106,SC Magazine,106
news,Malware infection hits e-commerce platforms in London,2025-03-23 16:58:26,https://news.cyberdaily.com/article/107,DarkReading,107
blog,Malware infection hits healthcare providers in London,2025-04-01 05:16:27,https://news.cyberdaily.com/article/108,CyberWire,108
report,Ransomware attack hits energy companies in Berlin,2025-04-03 06:18:55,https://news.cyberdaily.com/article/109,CyberWire,109
news,Credential stuffing hits energy companies in Dubai,2025-03-27 16:41:37,https://news.cyberdaily.com/article/110,DarkReading,110
blog,Zero-day exploit hits e-commerce platforms in London,2025-03-14 08:18:06,https://news.cyberdaily.com/article/111,CyberWire,111
blog,Ransomware attack hits universities in New York,2025-03-26 02:11:45,https://news.cyberdaily.com/article/112,SecurityWeek,112
blog,DDoS attack hits financial institutions in Tokyo,2025-04-09 02:16:27,https://news.cyberdaily.com/article/113,CyberWire,113
news,DDoS attack hits government agencies in New York,2025-03-15 22:43:20,https://news.cyberdaily.com/article/114,SC Magazine,114
blog,Ransomware attack hits financial institutions in Mumbai,2025-04-02 23:04:43,https://news.cyberdaily.com/article/115,SC Magazine,115
news,Data breach hits government agencies in Berlin,2025-04-07 20:19:18,https://news.cyberdaily.com/article/116,DarkReading,116
report,Ransomware attack hits cybersecurity firms in Toronto,2025-03-26 14:56:55,https://news.cyberdaily.com/article/117,SecurityWeek,117
blog,DDoS attack hits financial institutions in Tokyo,2025-03-19 14:08:15,https://news.cyberdaily.com/article/118,SecurityWeek,118
report,Credential stuffing hits e-commerce platforms in Mumbai,2025-03-22 03:29:14,https://news.cyberdaily.com/article/119,SC Magazine,119
news,Zero-day exploit hits telecom companies in London,2025-03-11 03:12:54,https://news.cyberdaily.com/article/120,The Hacker News,120
news,Insider threat hits telecom companies in Dubai,2025-03-23 12:06:44,https://news.cyberdaily.com/article/121,ThreatPost,121
news,Phishing campaign hits universities in Tokyo,2025-03-16 00:48:05,https://news.cyberdaily.com/article/122,ThreatPost,122
report,Insider threat hits universities in Dubai,2025-03-21 01:11:07,https://news.cyberdaily.com/article/123,CyberWire,123
news,DDoS attack hits financial institutions in Dubai,2025-03-28 09:48:42,https://news.cyberdaily.com/article/124,SC Magazine,124
blog,Ransomware attack hits telecom companies in Dubai,2025-03-18 14:57:21,https://news.cyberdaily.com/article/125,The Hacker News,125
blog,Malware infection hits telecom companies in Dubai,2025-03-26 11:45:46,https://news.cyberdaily.com/article/126,SC Magazine,126
blog,Zero-day exploit hits healthcare providers in Tokyo,2025-03-31 00:48:32,https://news.cyberdaily.com/article/127,SC Magazine,127
blog,Zero-day exploit hits financial institutions in Dubai,2025-03-13 08:47:23,https://news.cyberdaily.com/article/128,CyberWire,128
news,Malware infection hits universities in Singapore,2025-03-15 05:32:47,https://news.cyberdaily.com/article/129,SecurityWeek,129
news,Insider threat hits cybersecurity firms in London,2025-03-17 10:51:00,https://news.cyberdaily.com/article/130,CyberWire,130
report,Insider threat hits healthcare providers in Berlin,2025-03-20 23:13:11,https://news.cyberdaily.com/article/131,DarkReading,131
blog,Malware infection hits telecom companies in Dubai,2025-03-12 13:01:54,https://news.cyberdaily.com/article/132,ThreatPost,132
report,Phishing campaign hits cybersecurity firms in Toronto,2025-04-07 04:55:57,https://news.cyberdaily.com/article/133,ThreatPost,133
blog,Zero-day exploit hits cybersecurity firms in London,2025-04-05 06:42:57,https://news.cyberdaily.com/article/134,ThreatPost,134
report,Insider threat hits financial institutions in Singapore,2025-04-08 13:54:35,https://news.cyberdaily.com/article/135,DarkReading,135
news,Data breach hits government agencies in Mumbai,2025-03-13 22:32:34,https://news.cyberdaily.com/article/136,SC Magazine,136
report,Insider threat hits telecom companies in Dubai,2025-03-11 15:26:03,https://news.cyberdaily.com/article/137,DarkReading,137
report,Ransomware attack hits cybersecurity firms in Tokyo,2025-03-16 09:19:03,https://news.cyberdaily.com/article/138,DarkReading,138
blog,Insider threat hits financial institutions in London,2025-03-19 11:58:21,https://news.cyberdaily.com/article/139,SC Magazine,139
blog,Data breach hits financial institutions in Mumbai,2025-04-08 18:45:56,https://news.cyberdaily.com/article/140,The Hacker News,140
report,Malware infection hits cybersecurity firms in London,2025-04-07 07:21:50,https://news.cyberdaily.com/article/141,SecurityWeek,141
report,Zero-day exploit hits e-commerce platforms in Tokyo,2025-03-16 03:47:08,https://news.cyberdaily.com/article/142,CyberWire,142
blog,Data breach hits healthcare providers in Mumbai,2025-03-29 08:07:20,https://news.cyberdaily.com/article/143,The Hacker News,143
news,Zero-day exploit hits healthcare providers in Tokyo,2025-03-14 18:58:21,https://news.cyberdaily.com/article/144,CyberWire,144
report,Malware infection hits e-commerce platforms in Mumbai,2025-03-28 07:34:28,https://news.cyberdaily.com/article/145,ThreatPost,145
report,Phishing campaign hits healthcare providers in Dubai,2025-03-15 23:32:01,https://news.cyberdaily.com/article/146,The Hacker News,146
blog,Malware infection hits e-commerce platforms in Mumbai,2025-03-12 02:43:48,https://news.cyberdaily.com/article/147,SecurityWeek,147
report,DDoS attack hits telecom companies in London,2025-04-08 17:47:37,https://news.cyberdaily.com/article/148,CyberWire,148
news,Malware infection hits energy companies in Singapore,2025-03-11 09:32:19,https://news.cyberdaily.com/article/149,The Hacker News,149
report,Insider threat hits universities in Singapore,2025-03-19 19:02:42,https://news.cyberdaily.com/article/150,DarkReading,150
